code,perrin_source,perrin_supp_source,serjeant_source
B28,"R. G. Bates and V. E. Bower. J. Res. Natl. Bur. Std. 57, 153 (1956).","G.B. Barlin and A.C. Young. J. Chem. Soc., B 1971.","M. Bartusek and L. Havelkova, Collect. Czech. Chem. Commun. 33, 385 (1968)."
B29,"R. G. Bates and H. B. Hetzer. J. Res. Natl. Bur. Std. 64A, 427 (1960).","C.B. Barlow, R.D. Guthrie and A.M. Prior. Carbohyd. Res. 10, 481 (1969).","M. Bartusek and L. Sommer, J. Inorg. Nucl. Chem. 27, 2397 (1965)."
B29a,,"R.B. Barlow and G.M. Thompson. Brit. J. Pharmacol. 37, 555 (1969).",
B30,"R. G. Bates and H. B. Hetzer. J. Phys. Chem. 65, 667 (1961).","C. Barnett, Ph.D. thesis, Wales, 1965; quoted in C. Barnett. J. Chem. Soc., C 1967, 2436.","M. Bartusek and O. Stankova, Collect. Czech. Chem. Commun. 30, 3415 (1965)."
B31,"R. G. Bates and G. D. Pinching. J. Res. Natl. Bur. Std. 43, 519 (1949).","J.A. Barone. J. Med. Chem. 6, 39 (1963).","M. Bartusek and J. Zelinka, Collect. Czech. Chem. Commun. 32, 992 (1967)."
B32,"R. G. Bates and G. D. Pinching. J. Res. Natl. Bur. Std. 46, 349 (1951).","P.D. Bartlett. J. Am. Chem. Soc. 54, 2853 (1932).","N. N. Basargin, M. K. Akhmedli and A. A. Kafarova, J. Anal. Chem. USSR (Engl. Transl.) 25, 1292 (1970)."
B33,"R. G. Bates and G. Schwarzenbach. Helv. Chim. Acta 37, 1069 (1954).","N.N. Basargin, A.V. Kadomtseva and V.I. Petrashen. J. Analyt. Chem. U.S.S.R., (Engl, transl.) 25, 25 (1970).","N. N. Basargin, A. V. Kadomtseva and V. I. Petrashen, J. Anal. Chem. USSR (Engl. Transl.) 25, 25 (1970)."
B34,"R. G. Bates and G. Schwarzenbach. Helv. Chim. Acta 37, 1437 (1954).","F.R. Batchelor, E.B. Chain, T.L. Hardy, K.R.L. Mansford and G.N. Rolinson. Proc. Roy. Soc. B 154, 498 (196I).","N. N. Basargin and T. V. Petrova, J. Anal. Chem. USSR (Engl. Transl.) 19, 775 (1964)."
B35,"H. E. Baumgarten, W. F. Murdock, and J. E. Dirks. J. Org. Chem. 26, 803 (1961).","I.M. Batgaev, S.V. Larionov and V.M. Shulman. Zh. Neorg. Khim. 6, 153 (1961).","I. M. Batyaev, S. V. Larionov and V. M. Shulman, Russ. J. Inorg. Chem. (Engl. Transl.) 6, 75 (1961)."
B36,"J. H. Baxendale and P. George. Trans. Faraday Soc. 46, 55 (1950).","B.D. Batts and E. Spinner. J. Chem. Soc., B 1968, 789.","R. F. Bauer and W. M. Smith, Can. J. Chem. 43, 2755 (1965)."
B37,"R. N. Beale. J. Chem. Soc. 1954, 4494.","K. Batzar, A. Chester and D.E. Goldberg. J. Chem. Eng. Data 8, 293 (1963).","K. Baum, J. Org. Chem. 35, 1203 (1970)."
B38,"R. N.Beale and A. Liberman. J. Chem. Soc. 1950, 2287.","G.P. Bean, P.J. Brignell, C.D. Johnson, A.R. Katritzky, B.J. Ridgewell, H.O. Tarhan and A.M. White. J. Chem. Soc., B 1967, 1222.","J. H. Baxendale and H. R. Hardy, Trans. Faraday Soc. 49, 1140 (1953)."
B39,"I. M. Beatty and D. I. Magrath. J. Am. Chem. Soc. 82, 4983 (1960).","A. Beauchamp and R.L. Benoit. Can. J. Chem. 44, 1607 (1966).","P. M. Beart and G. A. R. Johnston, Aust. J. Chem. 25, 1359 (1972)."
B40,"M. T. Beck and M. Halmos. Nature 191, 1090 (1961).","G. Beggiato, G. Favaro and U. Mazzucato. J. Heterocyclic Chem. 7, 583 (1970).","A. Beauchamp and R. L. Benoit, Can. J. Chem. 42, 2161 (1964)."
B41,"A. H. Beckett. J. Pharm. Pharmacol. 8, 848 (1956).","O. Bekaroglu and S. Fallab. Helv. Chim. Acta 46, 2120 (1963).","A. Beauchamp and R. L. Benoit, Can. J. Chem. 44, 1607 (1966)."
B41a,,"R.P. Bell and P. De Maria. J. Chem. Soc., B 1969, 1057.",
B42,"A. H. Beckett, A. F. Casy, N. J. Harper, and P. M. Phillips. J. Pharm. Pharmacol. 8, 860 (1956).","P. Bellingham, C.D. Johnson and A.R. Katritzky. J. Chem. Soc., B 1967, 1226.","A. Beauchamp and R. Benoit, Bull. Soc. Chim. Fr. 1967, 672."
B43,"R. Belcher, A. Sykes, and J. C. Tatlow. J. Chem. Soc. 1955, 376.","I.R. Bellobono and P. Beltrame. J. Chem. Soc., B 1969, 620.","M. T. Beck and M. Halmos, Nature (London) 186, 388 (1960)."
B44,"R. P. Bell, A. L. Dowding, and J. A. Noble. J. Chem. Soc. 1955, 3106.","G. Bengtsson. Acta Chem. Scand. 21, 1138 (1967).","E. J. Behrman, M. J. Biallas, H. J. Brass, J. O. Edwards and M. Isaks, J. Org. Chem. 35, 3063 (1970)."
B45,"J. Bell, W. A. Gillespie, and D. B. Taylor. Trans. Faraday’ Soc. 39, 137 (1943).","C. Bernasconi, W. Koch and H. Zollinger. Helv. Chim. Acta 46, 1184 (1963).","J. S. Belew and L. G. Hepler, J. Am. Chem. Soc. 78, 4005 (1956)."
B46,"R. P. Bell and E. N. Ramsden. J. Chem. Soc. 1958, 161.","S.A. Bernhard. J. Biol. Chem. 218, 961 (1956).","E. A. Bell, Biochim. Biophys. Acta 47, 602 (1961); Nature (London) 194, 91 (1962)."
B47,"P. H. Bell and R. O. Roblin. J, Am. Chem. Soc. 64, 2905 (1942).",M.E.C. Biffin. Unpublished data.,"R. P. Bell, Trans. Faraday Soc. 39, 253 (1943)."
B48,"M. L. Bender and Y.-L. Chow. J. Am. Chem. Soc. 81, 3929 (1959).","M.E.C. Biffin, D.J. Brown and T.C. Lee. Australian J. Chem. 20, 1041 (1967).","R. P. Bell and B. G. Cox, J. Chem. Soc. (B) 1971, 652."
B49,"M. L. Bender and B. W. Turnquest. J. Am. Chem. Soc. 79, 1656 (1957).","M.E.C. Biffin, D.J. Brown and T.C. Lee. J. Chem. Soc., C 1967, 573.","R. P. Bell and G. G. Davis, J. Chem. Soc. 1965, 353."
B50,"A. Bendich, A. Giner-Sorolla, and J. J. Fox. Ciba Foundation Symposium on the Chemistry and Biology of Purines (Eds. G. E. W. Wolstenholme and C. M. O’Connor), p. 11, J. and A. Churchill Ltd., London (1957).","M.E.C. Biffin, D.J. Brown and Q.N. Porter. Tetrahedron Letters 1967, 2029.","R. P. Bell and M. B. Jensen, Proc. Chem. Soc., London 1960, 307."
B51,"A. Bendich, P. J. Russell, and J. J. Fox. J. Am. Chem. Soc. 76, 6073 (1954).","M.E.C. Biffin, D.J. Brown and Q.N. Porter. J. Chem. Soc., C 1968, 2159.","R. P. Bell and A. T. Kuhn, Trans. Faraday Soc. 59, 1789 (1963)."
B52,"R. E. Benesch and R. Benesch. J. Am. Chem. Soc. 77, 5877 (1955).","E.R. Bissell and M. Finger. J. Org. Chem. 24, 1256 (1959).","R. P. Bell and P. T. McTigue, J. Chem. Soc. 1960, 2983."
B53,"R. A. Benkeser and H. R. Krysiak. J. Am. Chem. Soc. 75, 2421 (1953).","L.F. Blackwell, A. Fischer, I.J. Miller, R.D. Topson, and J. Vaughan. J. Chem. Soc. 1964, 3588.","R. P. Bell and W. B. T. Miller, Trans. Faraday Soc. 59, 1147 (1963)."
B54,"G. M. Bennett, G. L. Brooks, and S. Glasstone. J. Chem. Soc. 1935, 1821.","E. Blasius and B. Brozio. Ber. Bunsenges. Physik. Chem. 68, 52 (1964).","R. P. Bell and D. P. Onwood, Trans. Faraday Soc. 58, 1557 (1962)."
B54a,,"W.E. Bleidner, J.B. Harmon, W.E. Hewes, T.E. Lynes and E.C. Hermann. J. Pharmacol. Exp. Ther. 150, 484 (1965).",
B55,"E. L. Bennett and C. Niemann. J. Am. Chem. Soc. 72, 1804 (1950).","G. Blotny. Rocz. Chem. 41, 163 (1967); CA 67, 15345y.","R. P. Bell and P. W. Smith, J. Chem. Soc. (B) 1966, 241."
B55a,,"A.I. Bokanov, B.A. Korolev and B.I. Stepanov. Zh. Obshch. Khim. 39, 321 (1969).",
B56,"E. L. Bennett .and C. Niemann. J. Am. Chem. Soc. 72, 1806 (1950).","P.D. Bolton and P.M. Hall. Australian J. Chem. 20, 1797 (1967).","R. P. Bell and B. A. Timimi, J. Chem. Soc., Perkin Trans. 2 1973, 1518."
B57,"I. Bergman and J. C. James. Trans. Faraday Soc. 50, 60 (1954).","P.D. Bolton and P.M. Hall. Australian J. Chem. 21, 939 (1968).","R. P. Bell and D. C. Vogelsong, J. Chem. Soc. 1958, 243."
B58,"F. Bergmann, H. Kwietny, G. Levin, and D. J. Brown. J. Am. Chem. Soc. 82, 598 (1960).","P.D. Bolton and P.M. Hall. J. Chem. Soc., B 1969, 259.","R. P. Bell and G. A. Wright, Trans. Faraday Soc. 57, 1377 (1961)."
B59,"A. M. Berkenheim and M. P. Filimonov. J. Gen. Chem. (USSR) 8, 608 (1938); CA 33, 1305.","P.D. Bolton and P.M. Hall. J. Chem. Soc., B 1969, 1047.","R. E. Benesch and R. Benesch, J. Am. Chem. Soc. 77, 5877 (1955)."
B60,"C. R. Bertsch, W. C. Fernelius, and B. P. Block. J. Phys. Chem. 62, 444 (1958).","P.D. Bolton and P.M. Hall. J. Chem. Soc., B 1970, 1247.","R. A. Benkeser and H. R. Krysiak, J. Am. Chem. Soc. 75, 2421 (1953)."
B61,"G. Berti, A. da Settimo, and D. Segnini. Gazz. Chim. Ital. 91, 571 (1961).","T.G. Bonner and J. Phillips. J. Chem. Soc., B 1966, 650.","F. W. Bennett, H. J. Emeleus and R. N. Haszeldine, J. Chem. Soc. 1954, 3598."
B62,"W. V. Bhagwat. J. Indian Chem. Soc. 16, 235 (1939).","E. Borek and H.T. Clarke. J. Biol. Chem. 125, 483 (1938).","W. E. Bennett and D. O. Skovlin, J. lnorg. Nucl. Chem. 28, 591 (1966)."
B63,"J. L. Biester and P. M. Ruoff. J. Am. Chem. Soc. 81, 6517 (1959).","A.J. Boulton and A.R. Katritzky. Tetrahedron 12, 41 (1961).","M. Beran and S. Havelka, Collect. Czech. Chem. Commun. 32, 2944 (1967)."
B64,"A. I. Biggs. Trans. Faraday Soc. 50, 800 (1954).","S. Boyd, J.R. Brannan, H.S. Dunsmore and G.H. Nancollas. J. Chem. Eng. Data 12, 601 (1967).","K. Berens and D. Shugar, Acta Biochim. Pol. 10, 25 (1963)."
B65,"A. I. Biggs. J. Chem. Soc. 1961, 2572.","R.C. Brasted, T.P. O'Brien and W.L. Heino. Inorg. Chem. 3, 503 (1964).","F. Bergmann and S. Dikstein, J. Am. Chem. Soc. 77, 691 (1955)."
B66,"A. I. Biggs and R. A. Robinson. J. Chem. Soc. 1961, 388.","P.A. Brauner and G. Schwarzenbach. Helv. Chim. Acta 45, 2030 (1962).","F. Bergmann, M. Kleiner, Z. Neiman and M. Rashi, Isr. J. Chem. 2, 185 (1964)."
B67,"T. W. Birch and L. J. Harris. Biochem. J. 24, 564 (1930).","M. Bréant and M. Dupin. Compt. Rend. C 269, 306 (1969).","D. Betteridge, Q. Fernando and H. Freiser, Anal. Chem. 35, 294 (1963)."
B68,"J. M. Birchall and R. N. Haszeldine. J. Chem. Soc. 1961, 3719.","R. Breslow, L.J. Altman, A. Krebs, E. Mohacsi, I. Murata, R.A. Peterson and J. Posner. J. Am. Chem. Soc. 87, 1326 (1965).","D. Betteridge, P. K. Todd, Q. Fernando and H. Freiser, Anal. Chem. 35, 729 (1963)."
B69,"C. W. Bird and R. C. Cookson. J. Chem. Soc. 1960, 2343.","R. Breslow, T. Eicher, A. Krebs, R.A. Peterson and J. Posner. J. Am. Chem. Soc. 87, 1320 (1965).","A. Bezdekova and B. Budesinsky, Collect. Czech. Chem. Commun. 30, 811 (1965)."
B70,"T. C. Bissot, R. W. Parry, and D. H. Campbell. J. Am. Chem. Soc. 79, 796 (1957).","P.J. Brignell, C.D. Johnson, A.R. Katritzky, N. Shakir, H.O. Tarhan and G. Walker. J. Chem. Soc., B 1967, 1233.","A. Bezdekova and B. Budesinsky, Collect. Czech. Chem. Commun. 30, 818 (1965)."
B71,"J. Bjerrum and P. Andersen. Kgl. Danske Videnskab. Selskab, Mat. Fys. Medd. 22, 7 (1945).","K. Brocklehurst and J.R. Griffiths. Tetrahedron 24, 2407 (1968).","A. Bezdekova and B. Budesinsky, Collect. Czech. Chem. Commun. 31, 199 (1966)."
B72,"J. Bjerrum and C. G. Lamm. Acta Chem. Scand. 4, 997 (1950).","J.A. Broomhead, H.A. McKenzie and D.P. Mellor. Australian J. Chem. 14, 649 (1961).","A. Bezdekova and B. Budesinsky, Collect. Czech. Chem. Commun. 33, 4178 (1968)."
B73,"J. Bjerrum and E. J. Nielsen. Acta Chem. Scand. 2, 318 (1948).",D.J. Brown. Unpublished data.,"A. S. Bhaduri and N. N. Gosh, Z. Anorg. Allg. Chem. 293, 73 (1958)."
B74,"M. L. Black, J. Phys. Chem. 59, 670 (1955).","D.J. Brown and B.T. England. J. Chem. Soc. 1965, 1530.","I. M. Bhatt, K. P. Soni and A. M. Trivedi, J,Indian Chem. Soc. 45, 354 (1968)."
B75,H. Bloom and L. H. Briggs. J. Chem. Soc. 1952. 3591.,"D.J. Brown and B.T. England. Israel J. Chem. 6, 569 (1968).","U. C. Bhattacharyya, S. C. Lahiri and S. Aditya, J. Indian Chem. Soc. 46, 247 (1969)."
B76,"M. P. V. Boarland and J. F. W. McOmie. J. Chem. Soc. 1952, 3716.","b D.J. Brown and B.T. England. J. Chem. Soc., C 1971, 425.","M. E. C. Biffin, D. J. Brown and T. C. Lee, Aust. J. Chem. 20, 1041 (1967)."
B76,"M. P. V. Boarland and J. F. W. McOmie. J. Chem. Soc. 1952, 3716.","D.J. Brown and B.T. England. J. Chem. Soc., C 1967, 1922.","M. E. C. Biffin, D. J. Brown and T. C. Lee, Aust. J. Chem. 20, 1041 (1967)."
B76a,,"D.J. Brown and B.T. England. J. Chem. Soc., C 1971, 250.",
B77,"M. P. V. Boarland and J. F. W. McOmie. J. Chem. Soc. 1952, 3722.","D.J. Brown and B.T. England. Australian J. Chem. 21, 2813 (1968).","A. I. Biggs and R. A. Robinson, J. Chem. Soc. 1961, 388."
B78,"R. M. Bock, N.-S. Ling, S. A. Morell, and S. H. Lipton. Arch. Biochem. Biophys. 62, 253 (1956).",D.J. Brown and B.T. England. Unpublished data.,"E. H. Binns, Trans. Faraday Soc. 55, 1900 (1959)."
B79,"S. Bodforss and A. Guthe. Ber. 57, 842 (1924).","D.J. Brown, B.T. England and J.S. Harper. J. Chem. Soc., C 1966, 1165.","J. M. Birchall and R. N. Haszeldine, J. Chem. Soc. 1959, 3653."
B80,"M. T. Bogert and M. G. Sevag. J. Am. Chem. Soc. 53, 660 (1931),","D.J. Brown, B.T. England and J.M. Lyall. J. Chem. Soc., C 1966, 226.","E. A. Biryuk and R. V. Ravitskaya, Zh. Vses. Khim. Obshchest. 14, 461 (1969); CA 71 105890j."
B81,"J. L. Boivin. Can. J. Chem. 36, 1405 (1958).","D.J. Brown and P.W. Ford. J. Chem. Soc., C 1967, 282.","E. A. Biryuk and R. V. Ravitskaya, J. Anal. Chem. USSR (Engl. Transl.) 25, 494 (1970)."
B82,"T. G. Bonner and M. Barnard. J. Chem. Soc. 1958, 4181.","D.J. Brown and P.W. Ford. J. Chem. Soc., C 1967, 568.","C. A. Bishop and L. K. J. Tong, J. Phys. Chem. 66, 1034 (1962)."
B83,"T. G. Bonner and J. C. Lockhart. J. Chem. Soc. 1958, 3858.","D.J. Brown, P.W. Ford and K.H. Tratt. J. Chem. Soc., C 1967, 1445.","H. U. Blank and J. J. Fox, J. Heterocycl. Chem. 7, 135 (1970)."
B84,"F. G. Bordwell and G. D. Cooper. J. Am. Chen. Soc. 74, 1058 (1952).","D.J. Brown and R.V. Foster. Australian J. Chem. 19, 1487 (1966).","G. G. Blinova and E. G. Sochilin, J. Gen. Chem. USSR, (Engl. Transl.) 40, 2745 (1970)."
B85,"H. Borsook, E. L. Ellis, and H. M. Huffman. J. Biol. Chem. 117, 281 (1937).","D.J. Brown and R.V. Foster. Australian J. Chem. 19, 2321 (1966).","J. J. Bloomfield and R. Fuchs, J. Chem. Soc. (B) 1970, 363."
B86,"W. Bottomley and P. I. Mortimer. Australian J. Chem. 7, 189 (1954).","D.J. Brown and P.B. Ghosh. J. Chem. Soc., B 1969, 270.","H. Bode, W. Eggeling and V. Steinbrecht, Fresenius' Z. Anal. Chem. 216, 30 (1966)."
B87,"M. Bourgeaud and A. Dondelinger. Bull. Soc. Chim. France 37, 277 (1925).","D.J. Brown and J.S. Harper. J. Chem. Soc. 1961, 1298.","Z. Bohak, J. Biol. Chem. 239, 2878 (1964)."
B88,"V. E. Bower, R. A. Robinson, and R. G. Bates. J. Res. Natl. Bur. Std. 66A, 71 (1962).","D.J. Brown and J.S. Harper. J. Chem. Soc. 1965, 5542.","T. A. Bohigian and A. E. Martell, Inorg. Chem. 4, 1264 (1965)."
B89,"G. E. K. Branch and J. O. Clayton. J. Am. Chem. Soc. 50, 1680 (1928).","D.J. Brown and N.W. Jacobsen. J. Chem. Soc. 1965, 1175.","T. A. Bohigian and A. E. Martell, J. Am. Chem. Soc. 89, 832 (1967)."
B90,"G. E. K. Branch and S. Miyamoto. J. Am. Chem. Soc. 52, 863 (1930).","D.J. Brown and N.W. Jacobsen. J. Chem. Soc. 1965, 3770.","P. D. Bolton, J. Ellis and F. M. Hall, J. Chem. Soc. (B) 1970, 1252."
B91,"J. C. D. Brand, W. C. Horning, and M. B. Thornley, J. Chem. Soc. 1952, 1374.","D.J. Brown and T.C. Lee. Australian J. Chem. 21, 243 (1968).","P. D. Bolton, K. A. Fleming and F. M. Hall, J. Am. Chem. Soc., 94, 1033 (1972)."
B92,"W. W. Brandt and D. K. Gullstrom. J. Am. Chem. Soc. 74, 3532 (1952).","D.J. Brown and T.C. Lee. J. Chem. Soc., C 1970, 214.","P. D. Bolton, F. M. Hall and J. Kudrynski, Aust. J. Chem. 21, 1541 (1968)."
B93,"W. W. Brandt and J. P. Wright. J. Am. Chem. Soc. 76, 3082 (1954).","D.J. Brown and J.M. Lyall. Australian J. Chem. 15, 851 (1962).","P. D. Bolton, F. M. Hall and J. Kudrynski, Aust. J. Chem. 25, 75 (1972)."
B94,"W. R. Brasen, H. E. Holmquist, and R. E. Benson. J. Am. Chem. Soc. 83, 3125 (1961).","D.J. Brown and M.N. Padden-Row. J. Chem. Soc., C 1966, 164.","P. D. Bolton, F. M. Hall and I. H. Reece, J. Chem. Soc. (B) 1966, 717."
B95,"E. A. Braude. J. Chem. Soc. 1948, 1971.","D.J. Brown and M.N. Padden-Row. J. Chem. Soc., C 1966, 903.","P. D. Bolton, F. M. Hall and I. H. Reece, Spectrochim. Acta 22, 1149 (1966)."
B96,"E. A. Braude and E. S. Stern. J. Chem. Soc. 1948, 1976","D.J. Brown and M.N. Padden-Row. J. Chem. Soc., C 1967, 1928.","P. D. Bolton, F. M. Hall and I. H. Reece, Spectrochim. Acta 22, 1825 (1966)."
B97,"J. W. Breitenbach and K. Allinger. Monatsh. 84, 1103 (1953).","D.J. Brown and T. Teitei. J. Chem. Soc. 1963, 3535.","P. D. Bolton, F. M. Hall and I. H. Reece, J. Chem. Soc. (B) 1967, 709."
B98,"M. Brenner and A. Vetterli. Congr. Intern. Biochim., Résumés communs., 3°, Brussels, 1955, p. 16.","D.J. Brown and T. Teitei. J. Chem. Soc. 1963, 4333.","S. Bolton and R. I. Ellin, J. Pharm. Sci. 51, 533 (1962)."
B99,"R. Breslow and H. W. Chang. J. Am. Chem. Soc. 83, 2367 (1961).","D.J. Brown and T. Teitei. Australian J. Chem. 17, 567 (1964).","S. Bonkoski and J. H. Perrin, J. Pharm. Sci. 57, 1784 (1968)."
B100,"R. Breslow, J. Lockhart, and H. W. Chang. J. Am. Chem. Soe 83, 2375 (1961).","D.J. Brown and T. Teitei. J. Chem. Soc. 1964, 3204.","O. D. Bonner, H. B. Flora and H. W. Aitken, J. Phys. Chem. 75, 2492 (1971)."
B101,"B. Breyer. Ber. 71B, 163 (1938).","D.J. Brown and T. Teitei. J. Chem. Soc. 1965, 755.","R. Bonnett, R. F. C. Brown, V. M. Clark, I. O. Sutherland and A. Todd, J. Chem. Soc. 1959, 2094."
B102,"M. Brezina and P. Zuman. Chem. Listy 47, 975 (1953); CA 48, 5674h.","D.J. Brown and T. Teitei. Australian J. Chem. 18, 199 (1965).","R. Bonnett, V. M. Clark and A. Todd, J. Chem. Soc. 1959, 2102."
B103,"H. T. S. Britton and W. G. Williams. J. Chem. Soc. 1935, 796.","D.J. Brown and T. Teitei. Australian J. Chem. 18, 559 (1965).","F. G. Bordwell and P. J. Boutan, J. Am. Chem. Soc. 78, 87 (1956)."
B104,"J. N. Brénstea, A. Delbanco, and A. Tovborg-Jensen. Z. Physik. Chem. A169, 361 (1934).","G.B. Brown and V.S. Weliky. J. Biol. Chem. 204, 1019 (1953).","F. G. Bordwell and P. J. Boutan, J. Am. Chem. Soc. 78, 854 (1956)."
B105,"J. N. Bronsted and H. C. Duus. Z. Physik. Chem. A117, 299 (1925).","G.F. Bryce, R.W. Roeske and F.R.N. Gurd. J. Biol. Chem. 241, 1072 (1966).","F. G. Bordwell and P. J. Boutan, J. Am. Chem. Soc. 79, 717 (1957)."
B106,"P. R. Brook and G. R. Ramage. J. Chem. Soc. 1955, 896.","E.B. Buchanan, D. Crichton and J.R. Bacon. Talanta 13, 903 (1966).","M. S. Borisov, A. A. Elesin, I. A. Lebedev, E. M. Piskunov, V. T. Filimonov and G. N. Yakovlev, Radiokhimiya 9, 166 (1967); CA 68, 72865n."
B106a,,"A.J. Buglass, K. Hudson and J.G. Tillett. J. Chem. Soc., B 1971, 123.",
B107,"P. R. Brook and G. R. Ramage. J. Chem. Soc. 1957, 1.","E. Bühler and W. Pfleiderer. Chem. Ber. 99, 2997 (1966).","E. Bottari, Monatsh. Chem. 99, 176 (1968)."
B108,"P. Brookes and P. D. Lawley. J. Chem. Soc. 1960, 539.","E. Bullock. Can. J. Chem. 36, 1686 (1958).","E. Bottari and A. Rufolo, Monatsh. Chem. 99, 2383 (1968)."
B109,"P. Brookes and P. D. Lawley. J. Chem. Soc. 1962, 1348.","J.F. Bunnett and F.P. Olsen. Can. J. Chem. 44, 1899 (1966).","R. S. Bottei and W. A. Joern, J. Chem. Eng. Data 13, 522 (1968)."
B110,"P. Brooks and N. Davidson. J. Am. Chem. Soc. 82, 2118 (1960).","J.W. Bunting and D.D. Perrin. J. Chem. Soc., B 1966, 433.","A. J. Boulton and A. R. Katritzky, Tetrahedron 12, 41 (1961)."
B111,"D. H. Brown. J. Biol. Chem. 204, 877 (1953).","J.W. Bunting and D.D. Perrin. J. Chem. Soc., B 1966, 436.","W. J. Bover and P. Zuman, J. Chem. Soc., Perkin Trans. 2 1973, 786."
B112,"D. J. Brown. Nature 165, 1010 (1950).","J.W. Bunting and D.D. Perrin. J. Chem. Soc., B 1967, 950.","K. Bowden, Can. J. Chem. 43, 3354 (1965)."
B113,"D. J. Brown. J. Chem. Soc. 1958, 1974.","D.G. Bunville and S.J. Schwalbe. Biochem. 5, 3521 (1966).","K. Bowden, M. Hardy and D. C. Parkin, Can. J. Chem. 46, 2929 (1968)."
B114,"D. J. Brown. J. Appl. Chem. London 9, 203 (1959).","H. Burkett, W.M. Schubert, F. Schultz, R.B. Murphy and R. Talbott. J. Am. Chem. Soc. 81, 3923 (1959).","K. Bowden and D. C. Parkin, Can. J. Chem. 46, 3909 (1968)."
B115,D. J. Brown. Unpublished data.,,"V. E. Bower and R. A. Robinson, J. Phys. Chem. 64, 1078 (1960)."
B116,"D. J. Brown and R. F. Evans. J. Chem. Soc. 1962, 527.",,"R. H. Boyd, J. Am. Chem. Soc. 83, 4288 (1961)."
B117,"D. J. Brown and J. Harper. J. Chem. Soc. 1961, 1298.",,"R. H. Boyd, J. Phys. Chem. 67, 737 (1963)."
B118,"D. J. Brown and J. Harper. J. Chem. Soc. 1963, 1276.",,"R. H. Boyd and C-H. Wang, J. Am. Chem. Soc. 87, 430 (1965)."
B119,"D. J. Brown and R. J. Harrisson. J. Chem. Soc. 1959, 3332.",,"S. Boyd, A. Bryson, G. H. Nancollas and K. Torrance, J. Chem. Soc. 1965, 7353."
B120,"D. J. Brown and R. J. Harrisson. J. Chem. Soc. 1960, 1837.",,"G. M. Brauer, H. Argentar and G. Durany, J. Res. Nat. Bur. Stand., Sect. A 68A, 619 (1964)."
B121,"D. J. Brown, E. Hoerger, and S. F. Mason. J. Chem. Soc. 1955, 4035.",,"G. M. Brauer, G. Durany and H. Argentar, J. Res. Nat. Bur. Stand., 71A, 379 (1967)."
B122,"D. J. Brown and N. W. Jacobsen. J. Chem. Soc. 1960, 1978.",,"L. G. Bray, J. F. J. Dippy and S. R. C. Hughes, J. Chem. Soc. 1957, 265."
B123,"D. J. Brown and N. W. Jacobsen. J. Chem. Soc. 1961, 4413",,"L. G. Bray, J. F. J. Dippy, S. R. C. Hughes and L. W. Laxton, J. Chem. Soc. 1957, 2405."
B124,"D. J. Brown and N. W. Jacobsen. J. Chem. Soc. 1962, 3172.",,"A. G. Briggs, J. E. Sawbridge, P. Tick1e and J. M. Wilson, J. Chem. Soc. (B) 1969, 802."
B125,D. J. Brown and N. W. Jacobsen. Unpublished data.,,"A. G. Briggs, P. Tickle and J. M. Wilson, Spectrochim. Acta, Part A 26A, 1399 (1970)."
B126,"D. J. Brown, S. Johnson, and H. Podall. J. Am. Chem. Soc. 76, 5556 (1954).",,"W. Broser and M. Seekamp, Tetrahedron Lett. 1966, 6337."
B127,"D. J. Brown and D. H. McDaniel. J. Am. Chem. Soc. 77, 3752 (1955).",,"D. J. Brown, J. Chem. Soc. 1958, 1974."
B128,"D. J. Brown and S. F. Mason. J. Chem. Soc. 1956, 3443.",,"D. J. Brown, J. Appl. Chem. 9, 203 (1959)."
B129,"D. J. Brown and S. F. Mason. J. Chem. Soc. 1957, 682.",,"D. J. Brown, J. Chem. Soc. 1959, 3647."
B130,"D. J. Brown and X. R. Mihm. J. Am. Chem. Soc. 77, 1723 (1955).",,"D. J. Brown and J. S. Harper, J. Chem. Soc. 1961, 1298."
B131,"D. J. Brown and D. Pilipovich. J. Am. Chem. Soc. 82, 4700 (1960).",,"D. J. Brown and R. J. Harrisson, J. Chem. Soc. 1959, 3332."
B132,"D. J. Brown and L. N. Short. J. Chem. Soc. 1953, 331.",,"D. J. Brown and R. J. Harrisson, J. Chem. Soc. 1960, 1837."
B133,"W. M. Bruce. J. Am. Chem. Soc. 26, 419 (1904).",,"D. J. Brown, E. Hoerger and S. F. Mason, J. Chem. Soc. 1955, 211."
B134,"W. M. Bruce. J. Am. Chem. Soc. 26, 457 (1904).",,"D. J. Brown and J. A. Hoskins, Aust. J. Chem. 25, 2641 (1972)."
B135,"R. J. Bruehlman and F. H. Verhoek. J. Am. Chem. Soc. 70, 1401 (1948).",,"D. J. Brown and N. W. Jacobsen, J. Chem. Soc. 1961, 4413."
B136,"T. C. Bruice and G. L. Schmir. J. Am. Chem. Soc. 80, 148 (1958).",,"D. J. Brown and N. W. Jacobsen, J. Chem. Soc. 1965, 1175."
B137,"T. C. Bruice and J. M. Sturtevant. J. Am. Chem. Soc. 81, 2860 (1959).",,"D. J. Brown and R. L. Jones, Aust. J. Chem. 25, 2711 (1972)."
B138,"T. C. Bruice and J. L. York. J. Am. Chem. Soc. 83, 1382 (1961).",,"D. J. Brown, R. L. Jones, A. M. Angyal and G. W. Grigg, J. Chem. Soc., Perkin Trans. 1 1972, 18."
